qid,pred,gold,em,f1,inference_duration (s),inference_energy_consumed (kWh),inference_emissions (kg),retrieval_duration,retrieval_energy,retrieval_emissions
5796,"### Instruction:
Answer using the context.

### Context:
Voodoo Moon. Seven Days in Sammystown. The Spring. The Undead (film). The Spore. Le President a-t-il Le Sida. Urgh! A Music War. Dan Frischman. Naomie Harris. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of the Worlds. The War of",16-Jul-71,0,0,1.6034718,0.000436475,0.000128158,0.02399,6.51E-06,1.91E-06
5797,"### Instruction:
Answer using the context.

### Context:
Judy Greer. Addicted to Fresno. Curtis Greer. Rita Desjardin. Measure of a Man (film). The Big Split. Playing for Keeps (2012 film). Our Souls at Night (film). Carrie (2013 film). The Big Split. Playing for Keeps (2012 film). Our Souls at Night (film).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",primarily in Culver City and Marina del Rey,0,0,1.6034718,0.000436475,0.000128158,0.044301,1.20E-05,3.53E-06
5798,"### Instruction:
Answer using the context.

### Context:
Kingman Reef. Masson Island. Bruce Islands. Smith Rocks. Kitney Island. Glacier Ridge. Piñero Island. Canopus Rocks. Destination Nunataks. LaysanKingman Reef is a largely submerged, uninhabited, and uninhabited area of the Pacific Ocean. It is a major source of freshwater for the Pacific Ocean. It is a major source of freshwater for the Pacific Ocean. It is a major source of freshwater for the Pacific Ocean. It is a major source of freshwater for the Pacific Ocean. It is a major source",Laysan,0,0,1.6034718,0.000436475,0.000128158,0.0658726,1.79E-05,5.26E-06
5799,"### Instruction:
Answer using the context.

### Context:
Fincastle Turnpike. 2011 Philadelphia, Mississippi tornado. Tropical Storm Wukong (2006). Culture of Oregon. Wilderness Road State Park. Belgian railway line 130A. History of Rocky Mountain National Park. O. C. Hackett, Jr. (1911). The Great Plains. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American Historical Society. American","Kentucky, Virginia, and Tennessee",0,0,1.6034718,0.000436475,0.000128158,0.0387306,1.05E-05,3.09E-06
5800,"### Instruction:
Answer using the context.

### Context:
Scott Pye. James Moffat (racing driver). David Reynolds (racing driver). Will Davison. Macauley Jones. Jamie Whincup. Craig Lowndes. Shane van Gisbergen. Holden Commodore (Vintage Commodore).
### Context:
Scott Pye. James Moffat (racing driver). David Reynolds (racing driver). David Reynolds (racing driver). David Reynolds (racing driver). David Reynolds (racing driver). David Reynolds (racing driver). David Reynolds (racing driver). David Reynolds",sedan and station wagon,0,0,1.6034718,0.000436475,0.000128158,0.0485514,1.32E-05,3.87E-06
5801,"### Instruction:
Answer using the context.

### Context:
List of Saturday Night Live episodes. Ellen Cleghorne. Staten Island Economic Development Corporation. St. George, Staten Island. Staten Island. College of Staten Island Baseball Complex. Staten Island Community Board 1. Staten Island Borough Hall. Staten Island Register. Staten Island Community Board 2. Staten Island Community Board 3. Staten Island Community Board 4. Staten Island Community Board 5. Staten Island Community Board 6. Staten Island Community Board 7. Staten Island Community Board 8. Staten Island Community Board 9. Staten Island Community Board 10. Staten Island Community Board 11. Staten Island Community",Cecily Strong,0,0,1.6034718,0.000436475,0.000128158,0.0498555,1.35E-05,3.98E-06
5802,"### Instruction:
Answer using the context.

### Context:
PAL Express. Tigerair Australia. Tigerair. Air Nicaragua. Nordica (airline). Cathay Dragon. China Airlines. Tigerair Mandala. Scoot. Pan American World AirwaysPAL Express, formerly Air Philippines and Airphil.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Singapore Airlines Limited,0,0.058823529,1.6034718,0.000436475,0.000128158,0.0185599,5.02E-06,1.48E-06
5803,"### Instruction:
Answer using the context.

### Context:
Piet Retief Delegation massacre. Operation Marion. Battle of Maqongqo. Battle of Blood River. Natalia Republic. Ndlela kaSompisi. Mpande kaSenzangakhona. Theresa.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1787,0,0,1.6034718,0.000436475,0.000128158,0.1211138,3.29E-05,9.67E-06
5804,"### Instruction:
Answer using the context.

### Context:
Ultimate Hits: Rock and Roll Never Forgets. Elvis Is Dead. Here's Little Richard. Tutti Frutti (song). Clumsy (Fergie song). Jenny, Jenny. Rip It Up (Little Richard song). Cliff, Cliff. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The Devil. The","Robert ""Bumps"" Blackwell",0,0,1.6034718,0.000436475,0.000128158,0.1781479,4.85E-05,1.42E-05
5805,"### Instruction:
Answer using the context.

### Context:
My Heidelberg, I Can Not Forget You. Trio (band). Trouble (board game). Phänomenal egal. Ich lasse dich nicht, du segnest mich denn, BWV 157.
The first part of the book is about the history of the German language. The second part is about the history of the German language. The third part is about the history of the German language. The fourth part is about the history of the German language. The fifth part is about the history of the German language.",Mensch ärgere Dich nicht,0,0.053333333,1.6034718,0.000436475,0.000128158,0.0292904,7.95E-06,2.33E-06
5806,"### Instruction:
Answer using the context.

### Context:
Stone State Park. Tri-Cities, Tennessee. Shoal Creek (Tennessee River). East Falls, Philadelphia. Wollunqua. Little Emory River. Rock shelter. Landsat program. Bee Cliff (Tennessee). Radok River.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",78.5 mi long,0,0,1.6034718,0.000436475,0.000128158,0.0451855,1.23E-05,3.60E-06
5807,"### Instruction:
Answer using the context.

### Context:
La Belle Dame sans Merci. Beyond This Place (2010 film). La Belle (ship). La Belle, Pennsylvania. La Belle Iron Works. La belle jardinière. Lac La Belle and Calumet Railroad. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery. La Belle Cemetery",La Belle Assemblée,0,0.045454545,1.6034718,0.000436475,0.000128158,0.0291332,7.91E-06,2.32E-06
5808,"### Instruction:
Answer using the context.

### Context:
What I Do the Best. John Michael Montgomery. Montgomery Gentry discography. Time Flies (John Michael Montgomery album). Martina McBride discography. The Keeper of the Stars. Kevin Denney (album). Letters from Home (album). The Keeper of the Stars. Kevin Denney (album). The Keeper of the Stars. Kevin Denney (album). The Keeper of the Stars. Kevin Denney (album). The Keeper of the Stars. Kevin Denney (album). The Keeper of the Stars. Kevin Denney (album). The Keeper of","""Ain't Got Nothin' on Us""",0,0,1.6034718,0.000436475,0.000128158,0.1127322,3.07E-05,9.00E-06
5809,"### Instruction:
Answer using the context.

### Context:
Student competition. Rugby union in England. Lai Shiu Wing. Netball in Malaysia. Manfred Oettl Reyes. Georgia Southern Equestrian Team. Ajax København. Raheny United F.C.. The University of South Africa.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",FIFA World Cup,0,0,1.6034718,0.000436475,0.000128158,0.0555243,1.51E-05,4.43E-06
5810,"### Instruction:
Answer using the context.

### Context:
Fatma Lanouar. Elections in Iowa. European Masters Games. Women's Rugby World Cup. Elections in Japan. Antisemitism in the Olympic Games. Mediterranean Games. Olympic Games. National Scout jamboree (Boy Scouts of America).
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",1500 metres,0,0,1.6034718,0.000436475,0.000128158,0.155385,4.23E-05,1.24E-05
5811,"### Instruction:
Answer using the context.

### Context:
2003–04 Bayer 04 Leverkusen season. Italy v West Germany (1970 FIFA World Cup). 1967 FA Charity Shield. 2011 MLS All-Star Game. Antonio Valencia. Ana-Maria Yanakieva. FIFA World Cup top goalscorer.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",Wembley Stadium,0,0,1.6034718,0.000436475,0.000128158,0.0384883,1.04E-05,3.07E-06
5812,"### Instruction:
Answer using the context.

### Context:
Northeast El Paso. Fort Kongenstein. Fort Dansborg. Fort Anderson (North Carolina). Anjanvel. Fort Koshkonong. Princes Town, Ghana. Fort Saint-Frédéric. Fort Berezne. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort St. Paul. Fort",the Greater Accra Region,0,0,1.6034718,0.000436475,0.000128158,0.0823049,2.24E-05,6.57E-06
5813,"### Instruction:
Answer using the context.

### Context:
1955 Cincinnati mid-air collision. 2009 Iranian Air Force Il-76MD Adnan 2 accident. 1993 Tehran mid-air collision. 1993 Auckland mid-air collision. United Airlines Flight 736. Charkhi Dadri mid-air collision. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New York City crash. 1993 New","Tehran, Iran",0,0.022988506,1.6034718,0.000436475,0.000128158,0.0749255,2.04E-05,5.98E-06
5814,"### Instruction:
Answer using the context.

### Context:
Brezno train accident. Robert Lopez. The Human Centipede 2 (Full Sequence). Castelldefels train accident. People's jury. Duodecet. Ronald Reagan judicial appointment controversies. 2003 Marriott Hotel bombing. Ted Koosh. The American Civil Liberties Union.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",EGOT,0,0,1.6034718,0.000436475,0.000128158,0.0599339,1.63E-05,4.78E-06
5815,"### Instruction:
Answer using the context.

### Context:
Amy &amp; Isabelle. Emmanuel's Gift. Oprah After the Show. Oprah's Book Club. Season 25: Oprah Behind The Scenes. Oprah Prime. Oprah's Lifeclass. Belief (TV series). Emmanuel Ofosu Yebo. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book Club. Oprah's Book",Emmanuel Ofosu Yeboah,0,0.055555556,1.6034718,0.000436475,0.000128158,0.0431713,1.17E-05,3.44E-06
5816,"### Instruction:
Answer using the context.

### Context:
Luke Easter (baseball). List of female composers by name. Matthew Buchanan. The Cold Corner 2. Molly Lansing. Abdur-Razzaq Nurul-Ain. The Wonderful Thing About Tiggers. Sharp On All 4. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American Dream. The Great American",1982,0,0,1.6034718,0.000436475,0.000128158,0.0640658,1.74E-05,5.11E-06
5817,"### Instruction:
Answer using the context.

### Context:
Bachmann (short story). Nabokov's Congeries. PEN/Nabokov Award. Rozhdestveno Memorial Estate. The Vane Sisters. A Russian Beauty and Other Stories. The Stories of Vladimir Nabokov. The Vane Sisters. A Russian Beauty and Other Stories. The Stories of Vladimir Nabokov. The Vane Sisters. A Russian Beauty and Other Stories. The Stories of Vladimir Nabokov. The Vane Sisters. A Russian Beauty and Other Stories. The Stories of Vladimir Nabokov. The V",Vladimir Vladimirovich Nabokov,0,0.063492063,1.6034718,0.000436475,0.000128158,0.09791,2.66E-05,7.82E-06
5818,"### Instruction:
Answer using the context.

### Context:
Dance of the Drunk Mantis. Snake in the Eagle's Shadow. Nine till Six. Yuen Woo-ping. True Legend. Autumn Crocus (film). Yuen Cheung-yan. Yuen Shun-yi. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The Great Dragon. The",Yuen Woo-ping,0,0.06557377,1.6034718,0.000436475,0.000128158,0.0169745,4.59E-06,1.35E-06
5819,"### Instruction:
Answer using the context.

### Context:
Music Inspired by the Life and Times of Scrooge. Carl Barks. Donald Ault. List of DuckTales episodes. Super Duck. Floyd Gottfredson. Gyro Gearloose. Another Rainbow Publishing. Scrooge McDuck. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The DuckTales. The Duck",1934,0,0,1.6034718,0.000436475,0.000128158,0.1328698,3.61E-05,1.06E-05
5820,"### Instruction:
Answer using the context.

### Context:
Shatter (film). The Best of D:Ream. Heavyweight Dub Champion. The Joker &amp; The Thief (band). Bootie Call. Call the Midwife. Now Smash Hits. Linux Format. Only for Love. Call the Midwife.
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###
###",an unusually impressive imposter,0,0,1.6034718,0.000436475,0.000128158,0.1575964,4.29E-05,1.26E-05
5821,"### Instruction:
Answer using the context.

### Context:
Rookies' Diary. Hiiro no Kakera. The Leading Man (comics). Blovel. Shinkyoku Sōkai Polyphonica. Togainu no Chi. Love Get Chu. Blue Spring (comics). Shinkoku Sōkai Polyphonica. Togainu no Chi. Love Get Chu. Blue Spring (comics). Shinkoku Sōkai Polyphonica. Togainu no Chi. Love Get Chu. Blue Spring (comics). Shinkoku Sōkai Poly",A Little Princess,0,0,1.6034718,0.000436475,0.000128158,0.036532,9.92E-06,2.91E-06
5822,"### Instruction:
Answer using the context.

### Context:
Far Cry (Marvin Gaye song). Frankie Gaye. What's Going On (song). Marvin's Room (studio). Gaye family. Here, My Dear. My Last Chance. Alberta Gay. Marvin Gaye discography.
The song is available on iTunes.
The song is available on iTunes.
The song is available on iTunes.
The song is available on iTunes.
The song is available on iTunes.
The song is available on iTunes.
The song is available on iTunes.
The song is available on iTunes.",brother-in-law,0,0,1.6034718,0.000436475,0.000128158,0.0358958,9.74E-06,2.86E-06
5823,"### Instruction:
Answer using the context.

### Context:
2015 Miami Hurricanes football team. 2011 Orange Bowl. 2012 Orange Bowl. 2015 Clemson Tigers football team. 2014 Orange Bowl (December). 2015 Orange Bowl. 2014 Orange Bowl (January). 2013 BCS National Championship Game. 2013 Orange Bowl. 2012 NCAA Championship Game. 2013 Orange Bowl (February). 2014 Orange Bowl (March). 2014 Orange Bowl (April). 2015 Orange Bowl (May). 2015 Orange Bowl (June). 2015 Orange Bowl (July). 2015 Orange Bowl (August). 2015 Orange Bowl (September). 2015 Orange Bowl (October). 2015 Orange Bowl (November). 2015",31-Dec-15,0,0.045454545,1.6034718,0.000436475,0.000128158,0.1507469,4.10E-05,1.20E-05
5824,"### Instruction:
Answer using the context.

### Context:
List of The Simpsons comics. Itchy &amp; Scratchy Land. Itchy &amp; Scratchy &amp; Marge. The Itchy &amp; Scratchy Game. Krusty the Clown. The Itchy &amp; Scratchy Game. Krusty the Clown. The Itchy &amp; Scratchy Game. Krusty the Clown. The Itchy &amp; Scratchy Game. Krusty the Clown. The Itchy &amp; Scratchy Game. Krusty the",censorship,0,0,1.6034718,0.000436475,0.000128158,0.184241,5.01E-05,1.47E-05
