qid,pred,gold,em,f1,energy_kWh,time (s)
6587,"The sister company of Líneas Aéreas Privadas Argentinas is most commonly known by its shortened name Austral.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:
El 10 de octub",Austral Líneas Aéreas,0,0.15,0.08573703863903168,21.93156337738037
6588,The current coach of the Los Angeles Clippers was signed as a free agent to the San Antonio Spurs during the 2014–15 season.,1994–95 NBA season,0,0.09523809523809525,0.08762688135436242,23.64330291748047
6589,"Flavio de Jesús Santos plays for the Adelaide Comets FC.

Earn 1 point for each correct answer.",city of Culiacán,0,0.0,0.08877396132909017,14.347420454025269
6590,"The Goshogawara Tachineputa Festival.

### Instruction:
You are given a sentence in English. Your job is to translate the English sentence into Galician.

### Context:
The Goshogawara Tachineputa Festival is a Japanese summer festival which takes place every",Tomorrowland,0,0.0,0.09069995751179985,24.094385147094727
6591,"This German composer, pianist, organist and conductor, born in 1847, was active in the early Romantic period. His work ""Wedding March"" became reference to any ""wedding march.""
The answer is: 1847

P.S. The ""Wedding March",early Romantic period,0,0.17142857142857143,0.0926010816035855,23.78408932685852
6592,Chien-Shiung Wu's expertise in experimental physics evoked comparisons to a scientist who passed away in 1986.,1934,0,0.0,0.09382261993035132,15.279193878173828
6593,"Ed Oxenbould plays Tyler in a film directed by M. Night Shyamalan.

P.S.",M. Night Shyamalan,0,0.4,0.09472994511178819,11.3503258228302
6594,The first female correspondent for Inside the NFL was replaced by Jenn Brown on the show American Ninja Warrior.,Kristine Leahy,0,0.0,0.0959546962029172,15.321177959442139
6595,"The book ""I Am Jazz"" is based on the attribute of the transgender movement that the author, Jessica Herthel, is an author.",youngest person to become a national transgender figure,0,0.08333333333333333,0.09732916462676039,17.196309804916382
6596,The band that had a song featured in the second installment of a 2005 horror film starring Donnie Wahlberg is New Kids on the Block.,Mudvayne,0,0.0,0.09862164736493695,16.166428089141846
6597,"The black comedy sequel to ""Forgetting Sarah Marshall"" that starred an Australian actress is ""Get Him to the Greek.""",Rose Byrne,0,0.0,0.09982415086570715,15.04421591758728
6598,The man who broke Buzz Arlett's home run record played second base.,first baseman and third baseman,0,0.0,0.10102679669595845,15.043530702590942
6599,The politician who represents a city on the Flathead Indian Reservation is David Polson.,Gregory J. Hertz,0,0.0,0.1020116655257579,12.322470426559448
6600,The 2005 film Remedy featured Frank Vincent from The Sopranos and several mob movies by the acclaimed director Sandy Eiges.,Martin Scorsese,0,0.0,0.10340140354777984,17.38436985015869
6601,The Erie BayHawks play their home games in the Erie Insurance Arena.,Smoothie King Center,0,0.0,0.10455700654117388,14.455998182296753
6602,"Woody Allen has a broader range of artistic talents.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Galician.

### Context:
El 14 de junio de 1991, la Fundación de la Ciud","""Woody"" Allen",0,0.10526315789473684,0.10666090264888227,26.32058835029602
6603,Bernhard Hertz,Georg Arthur Jensen,0,0.0,0.10776900702812517,13.861432313919067
6604,"The lead members of the group of actors who were in the film which was remade as the first film of ""Ocean's Trilogy"" were Humphrey Bogart, Lauren Bacall, Frank Sinatra, Dean Martin, Sammy Davis Jr., Peter Lawford, and Joey Bishop.","Frank Sinatra, Dean Martin, Sammy Davis Jr.",0,0.32558139534883723,0.10989326130313955,26.574538230895996
6605,"The title of the actor who worked with Sivaji Ganesan in a 1970 drama film other than actor is scriptwriter.

The relevant information to answer the above question is: ""He has turned actor on the small screen and films after 1998 and has to his credit quite",politician,0,0.0,0.11194080203369841,25.616936445236206
6606,The person referred to as Mumia was part of the group that was involved in the struggle against the colonial rule.,black nationalism,0,0.0,0.1134208431566398,18.51266050338745
6607,"No, Isaac Asimov and Michael Cunningham are not both American writers.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:
El 15 de noviembre de 2016, el j",no,0,0.05405405405405406,0.11524826509876282,22.861191749572754
6608,"The lake near Wyee Point is approximately 2,184 acres.",110 km2,0,0.0,0.11666157207899781,17.681950330734253
6609,"Astrosat is a space observatory of the Indian Space Research Organisation (ISRO). It was launched on 22 September 2013 and is designed to study the high-energy universe. The mission is named after the Indian astronomer Har Gobind Khorana.

### Instruction:
You are",India's first dedicated multi-wavelength space observatory.,0,0.09523809523809525,0.11842417537758607,22.047672271728516
6610,"The main nickname of the professional association football club where Ewan Fenton spent thirteen seasons is ""the 'Pool"".","""the Seasiders""",0,0.0,0.11962943571242024,15.078062295913696
6611,The actor from the South Korean-Thai drama film Final Recipe who debuted as a member of Super Junior-M in 2008 is Henry Lau.,Henry Lau,0,0.18181818181818182,0.1208937527938607,15.817631959915161
6612,The Whitewater Canal was built between 1836 and 1847.,The Whitewater Canal,0,0.4,0.12209884575940995,15.073404788970947
6613,Lou Pai is a former executive of an energy company that went bankrupt in 1921.,2001,0,0.0,0.12361411000571312,18.956185817718506
6614,University Visvesvaraya College of Engineering has an affiliation with the Association of Indian Universities.,Bangalore University,0,0.14285714285714285,0.12514430708157137,19.144073486328125
6615,"There are about 560 small-box format stores for one of Newell Brands' brand that sells scented candles, candleholders, accessories, and dinnerware.",560,0,0.0909090909090909,0.12646247704025315,16.48824954032898
6616,"The singer that released the 1990 album ""Reputation"" is Patty Loveless. She had four top 20 singles in the summer of 2002.",six,0,0.0,0.1283959855540462,24.188968420028687
6617,"The English actress who starred in The Priory known for her role as Ruth Kirby.

### Instruction:
You are given a passage that describes the characteristics, background, and roles of different individuals. Your task is to find the individual who is known for their role in a particular television series.","Sarah Hurst in ""Easy Virtue""",0,0.041666666666666664,0.13061289143893545,27.735069274902344
6618,"The wrestler who participated in a taser match with Bam Bam Bigelow, associate himself with in the World Wrestling Federation under the ring name Curtis Axel.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context",Razor Ramon,0,0.0,0.13271016536095928,26.235193252563477
6619,The person who beat Alex Clark for mayor in 1967 was Robert F. Kennedy.,2013,0,0.0,0.13345866732804348,9.362680673599243
6620,The American congressman whose actions led to a CIA program to arm Jihadi warriors in Afghanistan in the 1980's was Ernest Istook.,Charlie Wilson,0,0.0,0.1350776238317581,20.25494647026062
6621,"The painter and printmaker associated with ""Les Nabis"" found Salon d'Automne in Paris.

The answer is:",Paris,0,0.13333333333333333,0.13638898144350375,16.402334451675415
6622,"The role of Cindy Robinson was an anime adaptation of the ""Blue Dragon"" video game series.

### Instruction:
You are given a sentence in English. Your job is to translate the English sentence into Galician.

### Context:
The Blue Dragon Plus is a role-playing video game developed",Blue Dragon,0,0.1,0.13849334378580108,26.32586932182312
6623,"Bitcoin Foundation, formerly serving as vice chairman.

The answer is Bitcoin Foundation, formerly serving as vice chairman.

Erik Voorhees is mentioned as a co-founder of the Bitcoin company Coinapult, and as a founder and partial owner of the bitcoin gambling website Satoshi Dice (",BitInstant,0,0.0,0.14052470288727908,25.414036750793457
6624,"The context states that ""Talking Heads (Africa) was introduced in Cape Town in 2008 as part of the Infecting the City public art festival."" This means that Talking Heads had recorded an album in 2008.

### Final Answer:
1

What is the best",four,0,0.0,0.14230106637471404,22.22063708305359
6625,"Pierre Benjamin Monteux conducted the world premiere of ""Shéhérazade"" by Maurice Ravel.",Daphnis et Chloé,0,0.0,0.1437499552347159,18.125197172164917
6626,The award Alex Rodriguez won two of is the Commissioner's Historic Achievement Award. The award is sponsored by Tiffany & Co.,Rawlings,0,0.0,0.14525861831547127,18.874802589416504
6627,"Yes, Stanley Kubrick was from the United States, and Elio Petri was from Italy.",yes,0,0.14285714285714288,0.1461056336537977,10.594085931777954
6628,The Boltzmann machine has the same name as another machine created by Ludwig Boltzmann.,Boltzmann machine,0,0.2857142857142857,0.1469843658424401,10.99310040473938
6629,Mike Leach currently coaches at the University of Oklahoma.,Washington State,0,0.0,0.14803454587801632,13.136755466461182
6630,"The British actor born 10 July 1977) is Chiwetel Ejiofor.
The answer is Chiwetel Ejiofor.


What is the name of the British actor born 10 July 1977) who starred in 12 Years",Chiwetel Ejiofor,0,0.13333333333333333,0.1496961602143103,20.788721561431885
6631,Mahonia has more species.,Diplazium,0,0.0,0.15015327500809106,5.715777158737183
6632,The American model who posed nude for Penthouse and whose story is recounted in the book 'Their Lives' is Gennifer Flowers. She gained notoriety after revealing a sexual encounter with U.S. President Bill Clinton.,President Bill Clinton,0,0.17647058823529413,0.15178824716695316,20.453277111053467
6633,"The original recording artist of the song which was chosen over If You've Got Trouble for the Beatles' ""Help!"" film was Tommy James and the Shondells.",Buck Owens,0,0.0,0.15324682373736642,18.246067762374878
6634,"The title of the person who is Head of the Department of Biological Sciences at the University of Lincoln is Alan C. ""Al"" Kamil.",Doctor,0,0.0,0.15467330905239166,17.84686040878296
6635,"Howell T. Conant, Sr. was an American fashion photographer noted for his portraits of the American actress and later Princess Consort of Monaco, Grace Kelly.

### Instruction:
You are given a sentence in Spanish. Your job is to translate the Spanish sentence into Italian.

### Context:",photographer,0,0.04878048780487806,0.15637628250607913,21.302626132965088
6636,Uyoku dantai is a Japanese term that refers to right-wing ultranationalist groups. These groups are characterized by their extreme right-wing ideologies and often engage in activities that promote nationalism and ultranationalism. They are known for their support of Japan's military and their opposition to international organizations and,authoritarian tendencies,0,0.0,0.1583270172546076,24.403684854507446
6637,"Yes, Floor Jansen and John McCrea are from the same band.",no,0,0.0,0.1592468780841366,11.508504152297974
6638,Gillian Anderson played an FBI agent involved in the cover up of extraterrestrials.,Gillian Anderson,0,0.3076923076923077,0.16029248334763235,13.07879900932312
6639,Dada has more members.,Alt-J,0,0.0,0.1613987576409568,13.838370561599731
